work_orders,Process_numbers,section_names,status,working_hours,priority
FA2303050088,5,G,0,5,2894
FA2303120074,5,G,0,8,2895
FA2303120075,5,G,0,8,2896
FA2303130405,5,CNC,0,4,2897
FA2303130406,5,EP,0,1,2898
FA2303130428,5,CNC,0,4,2899
FA2302180284,6,G,0,1,2900
FA2302180285,6,G,0,1,2901
FA2302180342,6,EP,0,0.8,2902
FA2302180343,6,EP,0,0.8,2903
FA2302180344,6,EP,0,0.8,2904
FA2302190035,6,CNC,0,6,2905
FA2302190038,6,WE,0,10,2906
FA2302190201,6,M,0,1.5,2907
FA2302190202,6,M,0,1.5,2908
FA2302200102,6,EP,0,0.5,2909
FA2302200117,6,EP,0,1,2910
FA2302200118,6,EP,0,0.5,2911
FA2302200119,6,EP,0,0.5,2912
FA2302200120,6,EP,0,0.5,2913
FA2302200130,6,EP,0,1,2914
FA2302200131,6,WE,0,6,2915
FA2302200132,6,WE,0,1.5,2916
FA2302200133,6,EP,0,0.5,2917
FA2302220099,6,GP,0,4,2918
FA2303050087,6,CNC,0,8,2919
FA2303050088,6,CNC,0,8,2920
FA2303120074,6,CNC,0,16,2921
FA2303120075,6,CNC,0,16,2922
FA2303130405,6,EP,0,1,2923
FA2303130406,6,WE,0,8,2924
FA2303130428,6,EP,0,1,2925
FA2302180284,7,ES,0,3.5,2926
FA2302180285,7,ES,0,3.5,2927
FA2302180342,7,WE,0,3,2928
FA2302180343,7,WE,0,3,2929
FA2302180344,7,WE,0,3,2930
FA2302190035,7,ES,0,26,2931
FA2302190038,7,M,0,4,2932
FA2302190201,7,GP,0,4,2933
FA2302190202,7,GP,0,4,2934
FA2302200102,7,WE,0,2.5,2935
FA2302200116,7,WE,0,6,2936
FA2302200117,7,WE,0,4,2937
FA2302200118,7,WE,0,2.5,2938
FA2302200119,7,WE,0,2.5,2939
FA2302200120,7,WE,0,2.5,2940
FA2302200129,7,WE,0,6,2941
FA2302200130,7,WE,0,6,2942
FA2302200133,7,WE,0,2.5,2943
FA2302220099,7,CNC,0,10,2944
FA2302220325,7,CNC,0,18,2945
FA2303050087,7,ES,0,40,2946
FA2303050088,7,ES,0,40,2947
FA2303120074,7,WE,0,8,2948
FA2303120075,7,WE,0,8,2949
FA2303130405,7,WE,0,8,2950
FA2303130428,7,WE,0,8,2951
FA2302180342,8,G,0,1,2952
FA2302180343,8,G,0,1,2953
FA2302180344,8,G,0,1,2954
FA2302190201,8,CNC,0,30,2955
FA2302190202,8,CNC,0,30,2956
FA2302200102,8,G,0,0.5,2957
FA2302200116,8,ES,0,4,2958
FA2302200117,8,ES,0,3,2959
FA2302200118,8,G,0,0.5,2960
FA2302200120,8,G,0,0.5,2961
FA2302200129,8,G,0,1,2962
FA2302200130,8,G,0,1,2963
FA2302220099,8,M,0,3.5,2964
FA2302220325,8,ES,0,20,2965
FA2303050087,8,EP,0,1,2966
FA2303050088,8,EP,0,1,2967
FA2303120074,8,ES,0,30,2968
FA2303120075,8,ES,0,30,2969
FA2302190201,9,EP,0,0.5,2970
FA2302190202,9,EP,0,0.5,2971
FA2302200129,9,ES,0,4,2972
FA2302200130,9,ES,0,3,2973
FA2302220099,9,WE,0,8,2974
FA2302220325,9,M,0,0.8,2975
FA2302280243,9,GD,0,3,2976
FA2303050087,9,WE,0,35,2977
FA2303050088,9,WE,0,35,2978
FA2303120074,9,M,0,1,2979
FA2303120075,9,M,0,1,2980
FA2302190201,10,WE,0,10,2981
FA2302190202,10,WE,0,10,2982
FA2302220325,10,G,0,0.8,2983
FA2302280243,10,GP,0,4,2984
FA2303050087,10,M,0,2,2985
FA2303050088,10,M,0,2,2986
FA2303120074,10,G,0,0.8,2987
FA2303120075,10,G,0,0.8,2988
FA2302190201,11,ES,0,68,2989
FA2302190202,11,ES,0,68,2990
FA2302280243,11,EP,0,4.5,2991
FA2302190201,12,M,0,0.5,2992
FA2302190202,12,M,0,0.5,2993
FA2302280243,12,WE,0,62,2994
FA2302280243,13,CNC,0,30,2995
FA2302280243,14,ES,0,86,2996
FA2302190127,3,CNC,0,7,2997
FA2302080335,4,G,0,1.5,2998
FA2302190127,4,H,0,72,2999
FA2302220301,4,G,0,2.5,3000
FA2302080333,5,M,0,1.5,3001
FA2302080335,5,M,0,1.2,3002
FA2302120122,5,M,0,1.2,3003
FA2302190117,5,CNC,0,3,3004
FA2302190118,5,CNC,0,3,3005
FA2302190127,5,GP,0,4,3006
FA2302220097,5,GP,0,4,3007
FA2302220117,5,G,0,2,3008
FA2302220118,5,G,0,2,3009
FA2302220119,5,G,0,4,3010
FA2302220296,5,WE,0,8,3011
FA2302220301,5,M,0,0.8,3012
FA2302120122,6,CNC,0,10,3013
FA2302190117,6,GP,0,3,3014
FA2302190118,6,GP,0,3,3015
FA2302190127,6,G,0,6,3016
FA2302200456,6,EP,0,0.5,3017
FA2302220097,6,CNC,0,13,3018
FA2302220117,6,EP,0,0.5,3019
FA2302220118,6,EP,0,0.5,3020
FA2302220119,6,EP,0,0.5,3021
FA2302220296,6,ES,0,10,3022
FA2302220301,6,ES,0,16,3023
FA2302220304,6,EP,0,1,3024
FA2302220323,6,GP,0,8,3025
FA2302220324,6,GP,0,8,3026
FA2302220378,6,GP,0,8,3027
FA2302120122,7,ES,0,6,3028
FA2302190117,7,WE,0,8,3029
FA2302190118,7,WE,0,8,3030
FA2302190127,7,CNC,0,10,3031
FA2302200456,7,WE,0,3,3032
FA2302220097,7,WE,0,6,3033
FA2302220117,7,WE,0,12,3034
FA2302220118,7,WE,0,11,3035
FA2302220119,7,WE,0,6,3036
FA2302220276,7,CNC,0,12,3037
FA2302220304,7,WE,0,6,3038
FA2302220323,7,EP,0,0.8,3039
FA2302220324,7,EP,0,0.8,3040
FA2302220378,7,EP,0,0.8,3041
FA2302120122,8,EP,0,1,3042
FA2302190117,8,CNC,0,11,3043
FA2302190118,8,CNC,0,11,3044
FA2302200456,8,ES,0,3.5,3045
FA2302220097,8,M,0,1,3046
FA2302220117,8,CNC,0,8,3047
FA2302220118,8,CNC,0,6,3048
FA2302220119,8,CNC,0,8,3049
FA2302220276,8,P,0,1,3050
FA2302220277,8,P,0,1,3051
FA2302220304,8,ES,0,18,3052
FA2302220323,8,WE,0,13,3053
FA2302220324,8,WE,0,13,3054
FA2302220378,8,WE,0,13,3055
FA2302120122,9,WE,0,15,3056
FA2302190117,9,ES,0,9,3057
FA2302190118,9,ES,0,9,3058
FA2302200456,9,M,0,2,3059
FA2302220117,9,ES,0,4,3060
FA2302220118,9,ES,0,2,3061
FA2302220119,9,ES,0,15,3062
FA2302220276,9,ES,0,20,3063
FA2302220277,9,ES,0,20,3064
FA2302220304,9,M,0,1.5,3065
FA2302220323,9,CNC,0,5,3066
FA2302220324,9,CNC,0,5,3067
FA2302220378,9,CNC,0,5,3068
FA2302120122,10,G,0,2.5,3069
FA2302190117,10,M,0,0.8,3070
FA2302190118,10,M,0,0.8,3071
FA2302220117,10,M,0,0.5,3072
FA2302220118,10,M,0,0.5,3073
FA2302220119,10,M,0,0.5,3074
FA2302220323,10,ES,0,8,3075
FA2302220324,10,ES,0,10,3076
FA2302220378,10,ES,0,10,3077
FA2302220117,11,G,0,0.5,3078
FA2302220118,11,G,0,0.5,3079
FA2302220119,11,G,0,0.3,3080
FA2302220323,11,M,0,0.8,3081
FA2302220324,11,M,0,0.8,3082
FA2302220378,11,M,0,0.8,3083
FA2302220323,12,G,0,0.5,3084
FA2302220324,12,G,0,0.5,3085
FA2302220378,12,G,0,0.5,3086
FA2303130012,1,GD,0,6,3087
FA2303130019,1,GD,0,3,3088
FA2303130021,1,GD,0,6,3089
FA2303130433,1,QC,0,1,3090
FA2303120050,2,M,0,2,3091
FA2303120052,2,M,0,2.5,3092
FA2303120076,2,M,0,5,3093
FA2303120077,2,M,0,5,3094
FA2303130012,2,BD,0,3,3095
FA2303130021,2,BD,0,3,3096
FA2303130426,2,M,0,0.8,3097
FA2303130429,2,CNC,0,7,3098
FA2303130433,2,ES,0,4,3099
FA2303130434,2,G,0,1.3,3100
FA2303130435,2,G,0,0.8,3101
FA2303130436,2,G,0,0.8,3102
FA2303130437,2,G,0,0.8,3103
FA2303130451,2,AW,0,0.8,3104
FA2303130453,2,CNC,0,2,3105
FA2303130454,2,CNC,0,2,3106
FA2302190083,3,G,0,5,3107
FA2302190085,3,G,0,5,3108
FA2302190176,3,H,0,72,3109
FA2302220146,3,GP,0,4,3110
FA2302220161,3,GP,0,2,3111
FA2302220291,3,G,0,3,3112
FA2302220299,3,G,0,2,3113
FA2302220321,3,G,0,5,3114
FA2303120050,3,G,0,3,3115
FA2303120051,3,WE,0,5,3116
FA2303120052,3,G,0,1.5,3117
FA2303120076,3,H,0,72,3118
FA2303120077,3,H,0,72,3119
FA2303130429,3,WE,0,3,3120
FA2303130434,3,ES,0,4,3121
FA2303130435,3,ES,0,1.3,3122
FA2303130436,3,ES,0,1.3,3123
FA2303130437,3,ES,0,1.3,3124
FA2303130451,3,CNC,0,3,3125
FA2303130453,3,WE,0,1.5,3126
FA2303130454,3,ES,0,3,3127
FA2302190083,4,CNC,0,1.5,3128
FA2302190085,4,CNC,0,1.5,3129
FA2302190176,4,GP,0,4,3130
FA2302220145,4,G,0,6,3131
FA2302220146,4,G,0,4.5,3132
FA2302220161,4,G,0,3,3133
FA2302220170,4,G,0,4,3134
FA2302220290,4,G,0,4,3135
FA2302220291,4,CNC,0,3,3136
FA2302220292,4,CNC,0,5,3137
FA2302220293,4,G,0,2.5,3138
FA2302220294,4,G,0,3,3139
FA2302220295,4,G,0,3,3140
FA2302220299,4,CNC,0,4,3141
FA2302220302,4,G,0,1,3142
FA2302220306,4,G,0,1.5,3143
FA2302220307,4,G,0,1.5,3144
FA2302220321,4,WE,0,8,3145
FA2302220334,4,G,0,2,3146
FA2303020367,4,CNC,0,30,3147
FA2303120049,4,G,0,1.5,3148
FA2303120050,4,CNC,0,3,3149
FA2303120051,4,EM,0,0.5,3150
FA2303120052,4,WE,0,1.3,3151
FA2303120076,4,GP,0,3,3152
FA2303120077,4,GP,0,3,3153
FA2303130429,4,ES,0,2.5,3154
FA2303130451,4,ES,0,6,3155
FA2303130453,4,ES,0,4,3156
FA2302120120,5,GP,0,4,3157
FA2302120123,5,M,0,1.2,3158
FA2302120125,5,ES,0,10,3159
FA2302180452,5,CNC,0,2,3160
FA2302180453,5,CNC,0,2,3161
FA2302180454,5,CNC,0,2,3162
FA2302190087,5,G,0,4,3163
FA2302190088,5,G,0,4,3164
FA2302190176,5,G,0,10,3165
FA2302220095,5,ES,0,4,3166
FA2302220098,5,CNC,0,6,3167
FA2302220114,5,G,0,1.5,3168
FA2302220115,5,G,0,1,3169
FA2302220116,5,G,0,4,3170
FA2302220120,5,G,0,1.5,3171
FA2302220145,5,CNC,0,8,3172
FA2302220146,5,CNC,0,5,3173
FA2302220161,5,CNC,0,4,3174
FA2302220166,5,G,0,2.5,3175
FA2302220170,5,WE,0,3,3176
FA2302220272,5,GP,0,3,3177
FA2302220273,5,GP,0,3,3178
FA2302220283,5,ES,0,6,3179
FA2302220284,5,ES,0,6,3180
FA2302220285,5,ES,0,6,3181
FA2302220286,5,ES,0,6,3182
FA2302220287,5,ES,0,6,3183
FA2302220288,5,ES,0,6,3184
FA2302220289,5,ES,0,6,3185
FA2302220290,5,G,0,1,3186
FA2302220291,5,EP,0,0.4,3187
FA2302220292,5,WE,0,4.5,3188
FA2302220293,5,ES,0,4,3189
FA2302220294,5,ES,0,3,3190
FA2302220295,5,ES,0,3,3191
FA2302220298,5,WE,0,2,3192
FA2302220299,5,EP,0,0.5,3193
FA2302220302,5,AW,0,0.5,3194
FA2302220303,5,ES,0,4,3195
FA2302220305,5,CNC,0,4.5,3196
FA2302220306,5,M,0,0.8,3197
FA2302220307,5,ES,0,4,3198
FA2302220315,5,CNC,0,4,3199
FA2302220316,5,EP,0,0.5,3200
FA2302220317,5,M,0,0.5,3201
FA2302220318,5,M,0,0.8,3202
FA2302220319,5,ES,0,5,3203
FA2302220320,5,ES,0,5,3204
FA2302220321,5,CNC,0,2,3205
FA2302220322,5,ES,0,3,3206
FA2302220326,5,G,0,2.5,3207
FA2302220332,5,G,0,2,3208
FA2302220334,5,WE,0,1.2,3209
FA2303120049,5,M,0,2,3210
FA2303120050,5,EP,0,1,3211
FA2303120076,5,G,0,6,3212
FA2303120077,5,G,0,6,3213
FA2302120120,6,ES,0,12,3214
FA2302120123,6,CNC,0,6,3215
FA2302120125,6,M,0,1.2,3216
FA2302180436,6,EP,0,1,3217
FA2302180438,6,EP,0,1,3218
FA2302180452,6,EP,0,0.8,3219
FA2302180453,6,EP,0,0.8,3220
FA2302180454,6,EP,0,0.8,3221
FA2302190041,6,G,0,6,3222
FA2302220098,6,WE,0,3,3223
FA2302220100,6,WE,0,4,3224
FA2302220114,6,WE,0,2.5,3225
FA2302220115,6,WE,0,2,3226
FA2302220116,6,WE,0,2,3227
FA2302220120,6,WE,0,3.5,3228
FA2302220155,6,G,0,5,3229
FA2302220166,6,WE,0,3.5,3230
FA2302220170,6,CNC,0,6,3231
FA2302220272,6,G,0,3.5,3232
FA2302220273,6,G,0,3.5,3233
FA2302220290,6,ES,0,4,3234
FA2302220291,6,WE,0,6,3235
FA2302220292,6,ES,0,2,3236
FA2302220298,6,ES,0,5,3237
FA2302220299,6,WE,0,6,3238
FA2302220302,6,G,0,1.5,3239
FA2302220305,6,ES,0,8,3240
FA2302220306,6,CNC,0,4.5,3241
FA2302220315,6,ES,0,7,3242
FA2302220316,6,WE,0,2.5,3243
FA2302220317,6,CNC,0,4,3244
FA2302220318,6,CNC,0,6,3245
FA2302220319,6,M,0,0.5,3246
FA2302220326,6,EP,0,0.6,3247
FA2302220327,6,WE,0,2.5,3248
FA2302220328,6,EP,0,0.5,3249
FA2302220330,6,WE,0,2.5,3250
FA2302220331,6,WE,0,2.5,3251
FA2302220332,6,WE,0,2.5,3252
FA2302220334,6,ES,0,3,3253
FA2303120049,6,CNC,0,3,3254
FA2303120050,6,WE,0,8,3255
FA2303120076,6,CNC,0,9,3256
FA2303120077,6,CNC,0,9,3257
FA2302120120,7,M,0,1.5,3258
FA2302120123,7,G,0,2,3259
FA2302120125,7,G,0,1.2,3260
FA2302180436,7,WE,0,4.5,3261
FA2302180438,7,WE,0,3,3262
FA2302180452,7,WE,0,3,3263
FA2302180453,7,WE,0,3,3264
FA2302180454,7,WE,0,3,3265
FA2302190041,7,CNC,0,10,3266
FA2302190113,7,WE,0,3.5,3267
FA2302190114,7,WE,0,3.5,3268
FA2302220114,7,ES,0,6,3269
FA2302220115,7,ES,0,6,3270
FA2302220116,7,ES,0,6,3271
FA2302220120,7,ES,0,6,3272
FA2302220155,7,CNC,0,3,3273
FA2302220166,7,ES,0,10,3274
FA2302220170,7,ES,0,2.5,3275
FA2302220272,7,CNC,0,6.5,3276
FA2302220273,7,CNC,0,6.5,3277
FA2302220291,7,ES,0,6,3278
FA2302220299,7,ES,0,8,3279
FA2302220302,7,ES,0,3,3280
FA2302220306,7,ES,0,8,3281
FA2302220316,7,CNC,0,3,3282
FA2302220317,7,ES,0,7,3283
FA2302220318,7,ES,0,6,3284
FA2302220326,7,WE,0,6,3285
FA2302220327,7,ES,0,16,3286
FA2302220328,7,WE,0,6,3287
FA2302220330,7,ES,0,8,3288
FA2302220331,7,ES,0,8,3289
FA2302220332,7,ES,0,5,3290
FA2303120049,7,EP,0,1.5,3291
FA2303120076,7,WE,0,4,3292
FA2303120077,7,WE,0,4,3293
FA2302120120,8,G,0,1.5,3294
FA2302180436,8,G,0,1.5,3295
FA2302180437,8,G,0,1.5,3296
FA2302180438,8,G,0,1.5,3297
FA2302180452,8,G,0,1,3298
FA2302180453,8,G,0,1,3299
FA2302180454,8,G,0,1,3300
FA2302190113,8,ES,0,8,3301
FA2302190114,8,ES,0,8,3302
FA2302220114,8,M,0,0.5,3303
FA2302220115,8,M,0,0.5,3304
FA2302220116,8,M,0,0.5,3305
FA2302220120,8,M,0,0.5,3306
FA2302220155,8,M,0,0.5,3307
FA2302220166,8,M,0,0.5,3308
FA2302220170,8,M,0,1,3309
FA2302220272,8,G,0,4,3310
FA2302220273,8,G,0,4,3311
FA2302220316,8,ES,0,12,3312
FA2302220318,8,G,0,1.5,3313
FA2302220326,8,ES,0,8,3314
FA2302220327,8,M,0,0.7,3315
FA2302220328,8,ES,0,8,3316
FA2302220330,8,M,0,0.5,3317
FA2302220331,8,M,0,0.5,3318
FA2302220332,8,M,0,0.5,3319
FA2302280156,8,GP,0,12,3320
FA2303120049,8,WE,0,6,3321
FA2303120076,8,ES,0,16,3322
FA2303120077,8,ES,0,16,3323
FA2212230157,9,ES,0,12,3324
FA2302180436,9,ES,0,3,3325
FA2302180437,9,ES,0,3,3326
FA2302180438,9,ES,0,3,3327
FA2302190113,9,M,0,0.5,3328
FA2302190114,9,M,0,0.5,3329
FA2302200372,9,M,0,2,3330
FA2302220114,9,G,0,0.3,3331
FA2302220115,9,G,0,0.3,3332
FA2302220116,9,G,0,0.3,3333
FA2302220120,9,G,0,0.3,3334
FA2302220166,9,G,0,0.5,3335
FA2302220316,9,M,0,0.5,3336
FA2302220326,9,M,0,0.7,3337
FA2302220327,9,G,0,0.3,3338
FA2302220328,9,M,0,0.7,3339
FA2302220330,9,G,0,0.3,3340
FA2302220331,9,G,0,0.3,3341
FA2302220332,9,G,0,0.3,3342
FA2302280156,9,CNC,0,36,3343
FA2303120076,9,M,0,0.5,3344
FA2303120077,9,M,0,0.5,3345
FA2302220326,10,G,0,0.5,3346
FA2302220328,10,G,0,0.5,3347
FA2302280156,10,WE,0,30,3348
FA2303120076,10,G,0,0.5,3349
FA2303120077,10,G,0,0.5,3350
FA2302280156,11,ES,0,8,3351
FA2303100092,2,ES,0,6,3352
FA2303100093,2,EP,0,0.5,3353
FA2302190084,3,G,0,1.8,3354
FA2302190086,3,G,0,1.8,3355
FA2302190104,3,WE,0,2,3356
FA2302190105,3,WE,0,1.5,3357
FA2302190106,3,WE,0,1.5,3358
FA2302190126,3,H,0,72,3359
FA2302190128,3,CNC,0,2.5,3360
FA2302190129,3,H,0,72,3361
FA2302190130,3,H,0,72,3362
FA2302190132,3,H,0,72,3363
FA2302190133,3,H,0,72,3364
FA2302190135,3,H,0,72,3365
FA2302190136,3,H,0,72,3366
FA2302190137,3,H,0,72,3367
FA2302190138,3,H,0,72,3368
FA2302190143,3,CNC,0,3,3369
FA2302190144,3,H,0,72,3370
FA2302190146,3,G,0,1.5,3371
FA2302190147,3,G,0,1.5,3372
FA2302190148,3,G,0,1.5,3373
FA2302190149,3,H,0,72,3374
FA2302190152,3,H,0,72,3375
FA2302190153,3,H,0,72,3376
FA2302190154,3,H,0,72,3377
FA2302190161,3,H,0,72,3378
FA2302190162,3,H,0,72,3379
FA2302190163,3,H,0,72,3380
FA2302190164,3,H,0,72,3381
FA2302190166,3,H,0,72,3382
FA2302190167,3,H,0,72,3383
FA2302190168,3,H,0,72,3384
FA2302190175,3,H,0,72,3385
FA2302190178,3,H,0,72,3386
FA2302190179,3,H,0,72,3387
FA2302190186,3,H,0,72,3388
FA2302220149,3,G,0,1,3389
FA2302220150,3,WE,0,2,3390
FA2302220151,3,WE,0,3,3391
FA2302220152,3,WE,0,3,3392
FA2302220333,3,G,0,2.5,3393
FA2303050033,3,H,0,72,3394
FA2303050035,3,H,0,72,3395
FA2303050036,3,H,0,72,3396
FA2303050038,3,H,0,72,3397
FA2303050040,3,H,0,72,3398
FA2303050041,3,H,0,72,3399
FA2303100092,3,M,0,0.5,3400
FA2303100093,3,WE,0,5,3401
FA2302190126,4,G,0,2.4,3402
FA2302190128,4,H,0,72,3403
FA2302190129,4,GP,0,1,3404
FA2302190130,4,GP,0,1,3405
FA2302190132,4,GP,0,1,3406
FA2302190133,4,GP,0,1,3407
FA2302190135,4,G,0,2,3408
FA2302190136,4,GP,0,1.3,3409
FA2302190137,4,GP,0,1.3,3410
FA2302190138,4,GP,0,1.3,3411
FA2302190143,4,H,0,72,3412
FA2302190144,4,GP,0,1.5,3413
FA2302190146,4,M,0,0.5,3414
FA2302190147,4,M,0,0.5,3415
FA2302190148,4,M,0,0.5,3416
FA2302190149,4,GP,0,1.5,3417
FA2302190152,4,G,0,1.5,3418
FA2302190153,4,G,0,1.3,3419
FA2302190154,4,G,0,1.3,3420
FA2302190161,4,G,0,1.5,3421
FA2302190162,4,G,0,1.5,3422
FA2302190163,4,G,0,1.5,3423
FA2302190164,4,G,0,1.5,3424
FA2302190166,4,G,0,1.5,3425
FA2302190167,4,G,0,1.5,3426
FA2302190168,4,G,0,1.5,3427
FA2302190175,4,GP,0,2,3428
FA2302190177,4,GP,0,8,3429
FA2302190178,4,G,0,6,3430
FA2302190179,4,G,0,4,3431
FA2302190185,4,GP,0,3.5,3432
FA2302190186,4,GP,0,3.5,3433
FA2302220140,4,CNC,0,1.5,3434
FA2302220169,4,CNC,0,3,3435
FA2302220281,4,G,0,1,3436
FA2302220309,4,G,0,2.5,3437
FA2302220333,4,ES,0,2.5,3438
FA2303050033,4,GP,0,1.5,3439
FA2303050034,4,GP,0,1.5,3440
FA2303050035,4,GP,0,1.5,3441
FA2303050036,4,GP,0,1.5,3442
FA2303050038,4,GP,0,0.8,3443
FA2303050040,4,GP,0,0.8,3444
FA2303050041,4,GP,0,0.8,3445
FA2303100093,4,ES,0,3,3446
FA2303100095,4,BD,0,2,3447
FA2303100102,4,CNC,0,1.5,3448
FA2302190045,5,M,0,0.5,3449
FA2302190048,5,M,0,0.5,3450
FA2302190049,5,M,0,0.5,3451
FA2302190055,5,M,0,0.5,3452
FA2302190056,5,M,0,0.5,3453
FA2302190064,5,WE,0,2.2,3454
FA2302190065,5,WE,0,2.2,3455
FA2302190069,5,WE,0,1.8,3456
FA2302190070,5,WE,0,1.8,3457
FA2302190071,5,WE,0,1.8,3458
FA2302190072,5,WE,0,1.8,3459
FA2302190073,5,WE,0,3,3460
FA2302190079,5,WE,0,2.3,3461
FA2302190098,5,G,0,1,3462
FA2302190125,5,CNC,0,14,3463
FA2302190126,5,WE,0,3,3464
FA2302190128,5,GP,0,1.5,3465
FA2302190129,5,G,0,0.5,3466
FA2302190130,5,G,0,0.5,3467
FA2302190132,5,G,0,0.5,3468
FA2302190133,5,G,0,0.5,3469
FA2302190135,5,M,0,0.5,3470
FA2302190136,5,M,0,0.5,3471
FA2302190137,5,M,0,0.5,3472
FA2302190138,5,M,0,0.5,3473
FA2302190143,5,GP,0,3,3474
FA2302190144,5,M,0,0.5,3475
FA2302190146,5,H,0,72,3476
FA2302190147,5,H,0,72,3477
FA2302190148,5,H,0,72,3478
FA2302190149,5,M,0,0.7,3479
FA2302190152,5,WE,0,1.8,3480
FA2302190153,5,WE,0,1.8,3481
FA2302190154,5,WE,0,2.8,3482
FA2302190161,5,WE,0,2.5,3483
FA2302190162,5,WE,0,1.8,3484
FA2302190163,5,WE,0,2.2,3485
FA2302190164,5,WE,0,1.8,3486
FA2302190166,5,WE,0,1.8,3487
FA2302190167,5,WE,0,1.8,3488
FA2302190168,5,WE,0,1.8,3489
FA2302190175,5,G,0,5,3490
FA2302190185,5,G,0,1,3491
FA2302190186,5,G,0,1,3492
FA2302220096,5,ES,0,3,3493
FA2302220101,5,M,0,0.3,3494
FA2302220103,5,M,0,0.3,3495
FA2302220106,5,WE,0,4,3496
FA2302220112,5,M,0,0.4,3497
FA2302220122,5,EP,0,0.3,3498
FA2302220123,5,EP,0,0.3,3499
FA2302220129,5,WE,0,2,3500
FA2302220130,5,WE,0,2,3501
FA2302220131,5,WE,0,2,3502
FA2302220134,5,WE,0,2.5,3503
FA2302220135,5,WE,0,3,3504
FA2302220136,5,WE,0,2.5,3505
FA2302220137,5,G,0,0.5,3506
FA2302220138,5,GP,0,0.5,3507
FA2302220139,5,G,0,0.5,3508
FA2302220153,5,M,0,0.3,3509
FA2302220158,5,M,0,1,3510
FA2302220168,5,WE,0,2,3511
FA2302220281,5,AW,0,0.5,3512
FA2302220282,5,AW,0,0.5,3513
FA2302220297,5,ES,0,3,3514
FA2302220300,5,ES,0,4,3515
FA2302220309,5,ES,0,2,3516
FA2302220310,5,ES,0,2,3517
FA2302220311,5,ES,0,2,3518
FA2302220312,5,ES,0,1.5,3519
FA2302220313,5,ES,0,1.5,3520
FA2302220314,5,ES,0,1.5,3521
FA2303030021,5,M,0,4,3522
FA2303100093,5,M,0,0.5,3523
FA2303100098,5,EP,0,0.5,3524
FA2303100099,5,ES,0,3,3525
FA2303100100,5,ES,0,3,3526
FA2303100101,5,ES,0,2.5,3527
FA2303100102,5,ES,0,1.5,3528
FA2302190073,6,M,0,0.5,3529
FA2302190079,6,M,0,0.5,3530
FA2302190125,6,GP,0,6,3531
FA2302190128,6,G,0,2,3532
FA2302190129,6,M,0,0.5,3533
FA2302190130,6,M,0,0.5,3534
FA2302190132,6,M,0,0.5,3535
FA2302190133,6,M,0,0.5,3536
FA2302190143,6,WE,0,5,3537
FA2302190146,6,GP,0,1,3538
FA2302190147,6,GP,0,1,3539
FA2302190148,6,GP,0,1,3540
FA2302190161,6,M,0,0.5,3541
FA2302190166,6,M,0,0.5,3542
FA2302190167,6,M,0,0.5,3543
FA2302190168,6,M,0,0.5,3544
FA2302220106,6,M,0,0.3,3545
FA2302220122,6,WE,0,2,3546
FA2302220123,6,WE,0,2,3547
FA2302220131,6,M,0,0.5,3548
FA2302220134,6,M,0,0.5,3549
FA2302220135,6,M,0,0.4,3550
FA2302220281,6,G,0,1.5,3551
FA2302220282,6,G,0,1.5,3552
FA2302220297,6,M,0,0.5,3553
FA2302280313,6,GP,0,11,3554
FA2303030021,6,H,0,72,3555
FA2303100098,6,WE,0,1.5,3556
FA2303100099,6,M,0,0.5,3557
FA2303100100,6,M,0,0.5,3558
FA2302190125,7,CNC,0,32,3559
FA2302190128,7,CNC,0,3,3560
FA2302190146,7,M,0,0.5,3561
FA2302190147,7,M,0,0.5,3562
FA2302190148,7,M,0,0.5,3563
FA2302220281,7,ES,0,2,3564
FA2302220282,7,ES,0,2,3565
FA2302280313,7,CNC,0,20,3566
FA2303030021,7,GP,0,10,3567
FA2303100098,7,ES,0,4,3568
FA2302190125,8,WE,0,9,3569
FA2302190128,8,M,0,0.5,3570
FA2302280313,8,GP,0,4,3571
FA2303030021,8,CNC,0,14,3572
FA2302190125,9,M,0,7,3573
FA2302280313,9,CNC,0,15,3574
FA2303030021,9,GP,0,3,3575
FA2302280313,10,M,0,4,3576
FA2303030021,10,CNC,0,4,3577
FA2302280313,11,ES,0,38,3578
FA2303030021,11,EP,0,1.5,3579
FA2302280313,12,CNC,0,24,3580
FA2303030021,12,WE,0,6,3581
FA2302280313,13,ES,0,33,3582
FA2303030021,13,CNC,0,14,3583
FA2303030021,14,ES,0,16,3584
FA2303120072,2,M,0,5,3585
FA2303120072,3,H,0,72,3586
FA2303020372,4,G,0,18,3587
FA2303020373,4,G,0,18,3588
FA2303120072,4,G,0,6.5,3589
FA2302220362,5,G,0,3.5,3590
FA2303020372,5,CNC,0,16,3591
FA2303020373,5,CNC,0,16,3592
FA2303020374,5,GP,0,5,3593
FA2303120072,5,ES,0,10,3594
FA2302220362,6,CNC,0,9,3595
FA2303020372,6,EP,0,3,3596
FA2303020373,6,EP,0,3,3597
FA2303020374,6,G,0,6,3598
FA2302220362,7,EP,0,1.8,3599
FA2303020372,7,WE,0,22,3600
FA2303020373,7,WE,0,22,3601
FA2303020374,7,CNC,0,20,3602
FA2302220362,8,WE,0,9,3603
FA2303020372,8,ES,0,80,3604
FA2303020373,8,ES,0,80,3605
FA2303020374,8,EP,0,2,3606
FA2302220362,9,ES,0,38,3607
FA2303020374,9,WE,0,42,3608
FA2302220362,10,M,0,0.8,3609
